Tick#,offsetTime,IMU_ATTI(0):Longitude,IMU_ATTI(0):Latitude,IMU_ATTI(0):numSats,IMU_ATTI(0):barometer:Raw,IMU_ATTI(0):barometer:Smooth,IMU_ATTI(0):accel:X,IMU_ATTI(0):accel:Y,IMU_ATTI(0):accel:Z,IMU_ATTI(0):accel:Composite,IMU_ATTI(0):gyro:X,IMU_ATTI(0):gyro:Y,IMU_ATTI(0):gyro:Z,IMU_ATTI(0):gyro:Composite,IMU_ATTI(0):mag:X,IMU_ATTI(0):mag:Y,IMU_ATTI(0):mag:Z,IMU_ATTI(0):mag:Mod,IMU_ATTI(0):velN,IMU_ATTI(0):velE,IMU_ATTI(0):velD,IMU_ATTI(0):velComposite,IMU_ATTI(0):velH,IMU_ATTI(0):roll,IMU_ATTI(0):pitch,IMU_ATTI(0):yaw,IMU_ATTI(0):yawUnWrapped,IMU_ATTI(0):tiltInclination,IMU_ATTI(0):tiltDirectionEarthFrame,IMU_ATTI(0):tiltDirectionBodyFrame,IMU_ATTI(0):yaw360,IMU_ATTI(0):totalGyro:Z,IMU_ATTI(0):totalGyro:X,IMU_ATTI(0):totalGyro:Y,IMU_ATTI(0):magYaw,IMU_ATTI(0):distanceHP,IMU_ATTI(0):distanceTravelled,IMU_ATTI(0):directionOfTravel[mag],IMU_ATTI(0):directionOfTravel[true],IMU_ATTI(0):temperature,flightTime,navHealth,General:vpsHeight,General:relativeHeight,General:absoluteHeight,GPS(0):Long,GPS(0):Lat,GPS(0):Date,GPS(0):Time,GPS:dateTimeStamp,GPS(0):heightMSL,GPS(0):hDOP,GPS(0):pDOP,GPS(0):sAcc,GPS(0):numGPS,GPS(0):numGLNAS,GPS(0):numSV,GPS(0):velN,GPS(0):velE,GPS(0):velD,RC:Aileron,RC:Elevator,RC:Rudder,RC:Throttle,Controller:sig_level,Controller:mode_switch,flyCState,Controller:Aileron,Controller:Elevator,Controller:Rudder,Controller:Throttle,Controller:ctrlMode,Controller:navHealth,RC:failSafe,RC:dataLost,RC:appLost,RC:sigStrength,RC:connected,HP:Longitude,HP:Latitude,HP:rthHeight,Battery:status,SMART_BATT:goHome%,SMART_BATT:land%,SMART_BATT:goHomeTime,SMART_BATT:landTime,OA:avoidObst,OA:emergBrake,OA:radiusLimit,OA:airportLimit,OA:groundForceLanding,OA:horizNearBoundary,OA:vertLowLimit,OA:vertAirportLimit,OA:roofLimit,OA:hitGroundLimit,OA:frontDistance,MVO:velX,MVO:velY,MVO:velZ,MVO:posX,MVO:posY,MVO:posZ,MVO:hoverPointUncertainty1,MVO:hoverPointUncertainty2,MVO:hoverPointUncertainty3,MVO:hoverPointUncertainty4,MVO:hoverPointUncertainty5,MVO:hoverPointUncertainty6,MVO:velocityUncertainty1,MVO:velocityUncertainty2,MVO:velocityUncertainty3,MVO:velocityUncertainty4,MVO:velocityUncertainty5,MVO:velocityUncertainty6,MVO:height,MVO:heightUncertainty,Motor:Speed:RFront,Motor:Speed:LFront,Motor:Speed:LBack,Motor:Speed:RBack,Motor:EscTemp:RFront,Motor:EscTemp:LFront,Motor:EscTemp:LBack,Motor:EscTemp:RBack,Motor:PPMrecv:RFront,Motor:PPMrecv:LFront,Motor:PPMrecv:LBack,Motor:PPMrecv:RBack,Motor:PPMsend:RFront,Motor:PPMsend:LFront,Motor:PPMsend:LBack,Motor:PPMsend:RBack,Motor:V_out:RFront,Motor:V_out:LFront,Motor:V_out:LBack,Motor:V_out:RBack,Motor:Volts:RFront,Motor:Volts:LFront,Motor:Volts:LBack,Motor:Volts:RBack,Motor:Current:RFront,Motor:Current:LFront,Motor:Current:LBack,Motor:Current:RBack,Motor:Status:RFront,Motor:Status:LFront,Motor:Status:LBack,Motor:Status:RBack,Wind:velocity,Wind:direction,Wind:fromDir,Wind:N,Wind:E,AirComp:Alti,AirComp:MotorSpeed,AirComp:VelLevel,eventLog,flyCState,flycCommand,flightAction,nonGPSCause,compassError,connectedToRC,Battery:lowVoltage,RC:ModeSwitch,gpsUsed,visionUsed,notEnoughForce,IMUEX(0):err,IMUEX(0):rtk_Longitude,IMUEX(0):rtk_Latitude,IMUEX(0):rtk_Alti,MotorCtrl:PWM:RFront,MotorCtrl:PWM:LFront,MotorCtrl:PWM:LBack,MotorCtrl:PWM:RBack,BattInfo:Ad_v,BattInfo:r_time,BattInfo:AvgCurrent,BattInfo:vol_t,BattInfo:Pack_ve,BattInfo:Current,BattInfo:RemainingCap,BattInfo:Remaining%,BattInfo:Temp,BattInfo:right,BattInfo:l_cell,BattInfo:dyna_cnt,BattInfo:FullCap,BattInfo:out_ctl,BattInfo:out_ctl_f,AirCraftCondition:fsmState,AirCraftCondition:nearGround,AirCraftCondition:landState,Attribute|Value,ConvertDatV3,03.07.2006
89880506,-37.563,,,0,44.029827,0,-0.1259269,-0.18537086,-0.9584331,0.98428345,-3.6270242,7.630042,-12.186796,14.828717,72,221,1518,1535,0,0,0,0,0,9.411224004,-9.948457629,173.7173674,173.7173674,13.56753689,-142.9028042,43.37982834,173.7173674,37.45551995,8.413700698,-4.953607573,171.1548951,,0,,,36.79,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.47,-1.07,,8.79E-04,0.003207691,,9.96E-04,0,0,9.95E-04,0,9.97E-04,6.22E-05,0,0.055424083,6.22E-05,0,6.23E-05,1.061832,0.057142857,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.9,14.7,14.8,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.116,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90031610,-37.529,,,0,44.03914,0,-0.12607254,-0.17740308,-0.9672541,0.99143666,-0.62272257,9.326717,-15.161644,17.811539,70,221,1510,1527,0,0,0,0,0,9.576293844,-9.617467302,173.3004295,173.3004295,13.44792622,-141.8248074,44.87476301,173.3004295,37.04722721,8.357615367,-4.68381541,169.8482742,,0,,,36.79,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.07,-1.25,,7.86E-04,0.003088956,,0.001026628,0,0,0.001026432,0,0.001024919,6.42E-05,0,0.06376298,6.42E-05,0,6.41E-05,0.9415408,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.8,14.7,14.7,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.115,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90195481,-37.493,,,0,43.917057,0,-0.117319606,-0.1764362,-0.9647256,0.9877192,2.3184612,11.223927,-19.829323,22.903141,54,224,1510,1527,0,0,0,0,0,9.939901271,-9.098856187,172.6003323,172.6003323,13.35495963,-139.8232478,47.57641995,172.6003323,36.34361423,8.406080568,-4.274864863,167.9851727,,0,,,36.84,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.07,-1.25,,7.86E-04,0.003088956,,0.001026628,0,0,0.001026432,0,0.001024919,6.42E-05,0,0.06376298,6.42E-05,0,6.41E-05,0.9415408,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.75,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.8,14.6,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90346641,-37.459,,,0,44.612293,0,-0.13827303,-0.18445925,-0.97311544,1.0000491,3.087895,9.338842,-22.047579,24.14218,43,224,1505,1522,0,0,0,0,0,10.26859038,-8.69627583,171.9826269,171.9826269,13.33845451,-138.1913606,49.82601242,171.9826269,35.71900567,8.488156706,-3.975341463,165.6724323,,0,,,36.83,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.07,-1.25,,7.86E-04,0.003088956,,0.001026628,0,0,0.001026432,0,0.001024919,6.42E-05,0,0.06376298,6.42E-05,0,6.41E-05,0.9415408,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.8,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90508665,-37.423,,,0,43.6346,0,-0.1338008,-0.21000272,-0.97062504,1.0020562,0.95516044,9.426708,-24.792913,26.541735,43,224,1512,1529,0,0,0,0,0,10.65018656,-8.248992063,171.1493585,171.1493585,13.35735983,-136.4804394,52.37020219,171.1493585,34.89678841,8.574003467,-3.671111917,161.4383749,,0,,,36.82,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.52,-1.49,,6.33E-04,0.002930041,,0.001228851,0,0,0.001229679,0,0.001228822,7.68E-05,0,0.08009193,7.69E-05,0,7.68E-05,0.95271266,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.75,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.8,14.9,14.8,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90661610,-37.389,,,0,44.01638,0,-0.1435637,-0.22694814,-0.9964593,1.0320113,1.8545272,10.174639,-23.882515,26.0257,3,216,1505,1520,0,0,0,0,0,10.96982691,-7.720472539,170.2365192,170.2365192,13.30806998,-134.7327746,55.03070624,170.2365192,34.03674075,8.606756984,-3.346212328,159.7073694,,0,,,36.84,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.52,-1.49,,6.33E-04,0.002930041,,0.001228851,0,0,0.001229679,0,0.001228822,7.68E-05,0,0.08009193,7.69E-05,0,7.68E-05,0.95271266,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.9,14.8,14.7,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4660577,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90825414,-37.353,,,0,44.116734,0,-0.16057397,-0.21718888,-0.9929906,1.0290701,1.0328277,7.1453586,-19.890665,21.160374,19,216,1505,1520,0,0,0,0,0,11.34362271,-7.10046669,169.299799,169.299799,13.28635579,-132.5374012,58.16279976,169.299799,33.16161372,8.693429251,-3.005351443,153.4772709,,0,,,36.9,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.52,-1.49,,6.33E-04,0.002930041,,0.001228851,0,0,0.001229679,0,0.001228822,7.68E-05,0,0.08009193,7.69E-05,0,7.68E-05,0.95271266,0.051282052,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.9,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.113,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
90977661,-37.319,,,0,43.70082,0,-0.1677782,-0.21435647,-1.0126046,1.0485544,-2.847698,4.9557457,-17.17868,18.10458,-7,226,1505,1521,0,0,0,0,0,11.50047014,-6.698389937,168.6877214,168.6877214,13.22045263,-131.3072812,60.00499747,168.6877214,32.59800502,8.652267192,-2.801006284,156.8955171,,0,,,36.91,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.38,-1.4,,4.80E-04,0.002790116,,0.001248712,0,0,0.001248611,0,0.001248317,7.80E-05,0,0.1003646,7.80E-05,0,7.80E-05,0.94059014,0.05,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.7,14.8,15,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.113,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91127670,-37.286,,,0,43.89016,0,-0.15873723,-0.22967197,-1.0147865,1.0524914,-1.2508497,1.9680744,-13.869908,14.064576,-12,224,1515,1531,0,0,0,0,0,11.63367565,-6.36565015,168.0621423,168.0621423,13.17925726,-130.389593,61.5482647,168.0621423,32.05311305,8.572073042,-2.681509594,154.6141427,,0,,,36.89,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.38,-1.4,,4.80E-04,0.002790116,,0.001248712,0,0,0.001248611,0,0.001248317,7.80E-05,0,0.1003646,7.80E-05,0,7.80E-05,0.94059014,0.05,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.7,14.8,15,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.113,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91291616,-37.249,,,0,43.90671,0,-0.14370275,-0.23408738,-0.9991888,1.0362556,0.29283112,0.20531109,-10.78437,10.790298,-23,224,1523,1539,0,0,0,0,0,11.81325168,-6.110840174,167.581458,167.581458,13.222429,-129.525468,62.893074,167.581458,31.63339096,8.555944919,-2.61536603,153.6036828,,0,,,36.94,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-1.38,-1.4,,4.80E-04,0.002790116,,0.001248712,0,0,0.001248611,0,0.001248317,7.80E-05,0,0.1003646,7.80E-05,0,7.80E-05,0.94059014,0.05,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.9,14.9,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.113,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91455807,-37.213,,,0,43.796,0,-0.14796059,-0.22680013,-0.9786722,1.0154457,-0.553039,-2.885148,-11.4031925,11.775515,-10,224,1523,1539,0,0,0,0,0,12.04359468,-5.967310593,167.0865016,167.0865016,13.36464589,-129.0150997,63.89839875,167.0865016,31.19944658,8.570507874,-2.680510318,149.8067495,,0,,,36.98,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.67,-1.33,,4.07E-04,0.002680442,,0.001246017,0,0,0.001246308,0,0.001245616,7.79E-05,0,0.11384172,7.79E-05,0,7.79E-05,1.0325459,0.06666667,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.8,14.9,14.8,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91607206,-37.179,,,0,44.14363,0,-0.13544124,-0.21733591,-0.9920617,1.0245807,-0.68123376,-2.1405246,-10.728722,10.961359,-18,232,1525,1542,0,0,0,0,0,12.10176868,-5.828230649,166.7002629,166.7002629,13.35863309,-128.75706,64.54267718,166.7002629,30.8630363,8.550534736,-2.730540716,151.9454633,,0,,,36.99,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.67,-1.33,,4.07E-04,0.002680442,,0.001246017,0,0,0.001246308,0,0.001245616,7.79E-05,0,0.11384172,7.79E-05,0,7.79E-05,1.0325459,0.06666667,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.8,14.9,14.9,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.114,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91770507,-37.143,,,0,43.878777,0,-0.1299758,-0.22224215,-0.9757297,1.0091252,2.31846,-0.7273642,-8.517285,8.857114,-10,232,1523,1540,0,0,0,0,0,12.22529104,-5.643175196,166.2494936,166.2494936,13.39479634,-128.265748,65.48475834,166.2494936,30.48065922,8.601567776,-2.790044515,149.2779841,,0,,,37.02,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.67,-1.33,,4.07E-04,0.002680442,,0.001246017,0,0,0.001246308,0,0.001245616,7.79E-05,0,0.11384172,7.79E-05,0,7.79E-05,1.0325459,0.06666667,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.9,14.7,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.115,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
91921615,-37.109,,,0,44.029827,0,-0.12386752,-0.21989587,-0.978928,1.0109389,1.2287946,0.13850252,-8.627996,8.71616,-20,224,1515,1531,0,0,0,0,0,12.33436421,-5.48131937,165.9408426,165.9408426,13.43032635,-127.7533082,66.30584915,165.9408426,30.22715472,8.661473715,-2.804844915,147.7121015,,0,,,37.02,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.14,-1.13,,3.76E-04,0.002593462,,9.75E-04,0,0,9.76E-04,0,9.78E-04,6.10E-05,0,0.12408724,6.10E-05,0,6.11E-05,0.99437606,0.05882353,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.6,14.9,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.115,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
92085423,-37.073,,,0,43.76807,0,-0.13436525,-0.22886714,-0.9720937,1.0076708,0.9360388,-2.9188857,-8.232832,8.784964,-12,232,1515,1532,0,0,0,0,0,12.44205122,-5.30181687,165.5271523,165.5271523,13.46080127,-127.2846032,67.18824452,165.5271523,29.88572698,8.704815339,-2.863350385,146.9147441,,0,,,37.01,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.14,-1.13,,3.76E-04,0.002593462,,9.75E-04,0,0,9.76E-04,0,9.78E-04,6.10E-05,0,0.12408724,6.10E-05,0,6.11E-05,0.99437606,0.05882353,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.8,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.116,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
92237173,-37.039,,,0,44.462284,0,-0.11793913,-0.22648938,-0.97595555,1.0088093,0.67344224,-2.134715,-7.164123,7.505677,-12,232,1515,1532,0,0,0,0,0,12.50448521,-5.229973323,165.2458521,165.2458521,13.49161667,-127.1817073,67.57244056,165.2458521,29.65054976,8.722191118,-2.966564449,146.1465433,,0,,,37,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,-0.14,-1.13,,3.76E-04,0.002593462,,9.75E-04,0,0,9.76E-04,0,9.78E-04,6.10E-05,0,0.12408724,6.10E-05,0,6.11E-05,0.99437606,0.05882353,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.9,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.116,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
92387625,-37.006,,,0,43.756687,0,-0.12509458,-0.221086,-0.9916676,1.0236857,1.7028551,0.41054046,-4.99565,5.2938433,-15,234,1505,1523,0,0,0,0,0,12.58663844,-5.076991459,164.9883591,164.9883591,13.51239675,-126.7090505,68.30259037,164.9883591,29.45216341,8.759770812,-3.001151356,146.3200077,,0,,,37,0,0,1,,,0,0,20200805,120620,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,0.36,-0.8,,4.02E-04,0.00254071,,0.001054101,0,0,0.001054517,0,0.001052887,6.59E-05,0,0.13242982,6.59E-05,0,6.58E-05,1.0042902,0.0625,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.9,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.116,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
92551609,-36.969,,,0,43.984306,0,-0.114015594,-0.22124578,-0.9766597,1.0078757,0.7120437,0.10816867,-2.9376562,3.0246537,-7,234,1505,1523,0,0,0,0,0,12.71178624,-5.120715523,164.8435408,164.8435408,13.64320064,-126.8223575,68.33410169,164.8435408,29.31468089,8.795218307,-3.011033956,144.1848523,,0,,,37.02,0,0,1,,,0,0,20200805,120621,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,0.36,-0.8,,4.02E-04,0.00254071,,0.001054101,0,0,0.001054517,0,0.001052887,6.59E-05,0,0.13242982,6.59E-05,0,6.58E-05,1.0042902,0.0625,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.8,14.8,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.117,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,0,,,
92703507,-36.936,,,0,43.644947,0,-0.11522714,-0.22452427,-0.97856086,1.010579,1.7508959,-0.8741503,-2.541349,3.2075272,-15,234,1505,1523,0,0,0,0,0,12.83129048,-5.172016218,164.7507065,164.7507065,13.7714334,-126.92203,68.32726347,164.7507065,29.22420728,8.829296237,-3.018216331,145.0734959,,0,,,37.02,0,0,1,,,0,0,20200805,120621,,,99.99,99.99,3.75E+07,0,0,0,,,,0,0,0,0,0,2,Atti,0,0,0,0,Atti,0,Hover,,,100,Connected,,,,OK,0,0,0,0,,,,,,,,,,,,0.36,-0.8,,4.02E-04,0.00254071,,0.001054101,0,0,0.001054517,0,0.001052887,6.59E-05,0,0.13242982,6.59E-05,0,6.58E-05,1.0042902,0.0625,0,0,0,0,30,29,29,28,48.697918,48.75,48.854168,48.645832,48.958332,48.958332,48.958332,48.958332,0,0,0,0,14.7,14.9,14.7,14.9,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,,Atti,OTHER,NONE,FORBIN,FALSE,Connected,,P,FALSE,FALSE,FALSE,NONE,0,0,0,,,,,15.116,0,1.4840535,12800,15.114,1.474,2015,38,4.4,1,3775,0,5304,0,0,0,TRUE,1,,,
